O_Code,O_Name,D_Name,D_Code,Commuters
E02001665,Sheffield 055,Sheffield 005,E02001615,9
E02001666,Sheffield 056,Sheffield 005,E02001615,9
E02001669,Sheffield 059,Sheffield 005,E02001615,13
E02001670,Sheffield 060,Sheffield 005,E02001615,13
E02001671,Sheffield 061,Sheffield 005,E02001615,8
E02001672,Sheffield 062,Sheffield 005,E02001615,11
E02001673,Sheffield 063,Sheffield 005,E02001615,9
E02001674,Sheffield 064,Sheffield 005,E02001615,10
E02001675,Sheffield 065,Sheffield 005,E02001615,20
E02001676,Sheffield 066,Sheffield 005,E02001615,7
E02001678,Sheffield 068,Sheffield 005,E02001615,15
E02001679,Sheffield 069,Sheffield 005,E02001615,9
E02001680,Sheffield 070,Sheffield 005,E02001615,13
E02001681,Sheffield 071,Sheffield 005,E02001615,9
E02006803,Sheffield 072,Sheffield 005,E02001615,12
E02006843,Sheffield 073,Sheffield 005,E02001615,9
E02006844,Sheffield 074,Sheffield 005,E02001615,3
E02006868,Sheffield 075,Sheffield 005,E02001615,38
E02006869,Sheffield 076,Sheffield 005,E02001615,11
E02001512,Barnsley 004,Sheffield 006,E02001616,2
E02001513,Barnsley 005,Sheffield 006,E02001616,3
E02001517,Barnsley 009,Sheffield 006,E02001616,1
E02001518,Barnsley 010,Sheffield 006,E02001616,1
E02001520,Barnsley 012,Sheffield 006,E02001616,1
E02001521,Barnsley 013,Sheffield 006,E02001616,9
E02001522,Barnsley 014,Sheffield 006,E02001616,2
E02001523,Barnsley 015,Sheffield 006,E02001616,1
E02001524,Barnsley 016,Sheffield 006,E02001616,2
E02001525,Barnsley 017,Sheffield 006,E02001616,1
E02001526,Barnsley 018,Sheffield 006,E02001616,1
E02001527,Barnsley 019,Sheffield 006,E02001616,1
E02001528,Barnsley 020,Sheffield 006,E02001616,2
E02001529,Barnsley 021,Sheffield 006,E02001616,1
E02001530,Barnsley 022,Sheffield 006,E02001616,1
E02001531,Barnsley 023,Sheffield 006,E02001616,1
E02001532,Barnsley 024,Sheffield 006,E02001616,10
E02001534,Barnsley 026,Sheffield 006,E02001616,7
E02001535,Barnsley 027,Sheffield 006,E02001616,6
E02001536,Barnsley 028,Sheffield 006,E02001616,8
E02001537,Barnsley 029,Sheffield 006,E02001616,9
E02001538,Barnsley 030,Sheffield 006,E02001616,6
E02001545,Doncaster 007,Sheffield 006,E02001616,1
E02001550,Doncaster 012,Sheffield 006,E02001616,1
E02001553,Doncaster 015,Sheffield 006,E02001616,1
E02001555,Doncaster 017,Sheffield 006,E02001616,1
E02001557,Doncaster 019,Sheffield 006,E02001616,1
E02001566,Doncaster 028,Sheffield 006,E02001616,5
E02001573,Doncaster 035,Sheffield 006,E02001616,2
E02001577,Doncaster 039,Sheffield 006,E02001616,1
E02001578,Rotherham 001,Sheffield 006,E02001616,5
E02001579,Rotherham 002,Sheffield 006,E02001616,2
E02001581,Rotherham 004,Sheffield 006,E02001616,1
E02001582,Rotherham 005,Sheffield 006,E02001616,3
E02001583,Rotherham 006,Sheffield 006,E02001616,1
E02001584,Rotherham 007,Sheffield 006,E02001616,11
E02001585,Rotherham 008,Sheffield 006,E02001616,1
E02001586,Rotherham 009,Sheffield 006,E02001616,1
E02001587,Rotherham 010,Sheffield 006,E02001616,1
E02001589,Rotherham 012,Sheffield 006,E02001616,4
E02001590,Rotherham 013,Sheffield 006,E02001616,1
E02001591,Rotherham 014,Sheffield 006,E02001616,2
E02001592,Rotherham 015,Sheffield 006,E02001616,5
E02001594,Rotherham 017,Sheffield 006,E02001616,2
E02001595,Rotherham 018,Sheffield 006,E02001616,1
E02001597,Rotherham 020,Sheffield 006,E02001616,1
E02001598,Rotherham 021,Sheffield 006,E02001616,5
E02001599,Rotherham 022,Sheffield 006,E02001616,1
E02001600,Rotherham 023,Sheffield 006,E02001616,7
E02001602,Rotherham 025,Sheffield 006,E02001616,2
E02001603,Rotherham 026,Sheffield 006,E02001616,2
E02001604,Rotherham 027,Sheffield 006,E02001616,4
E02001605,Rotherham 028,Sheffield 006,E02001616,2
E02001606,Rotherham 029,Sheffield 006,E02001616,4
E02001607,Rotherham 030,Sheffield 006,E02001616,1
E02001608,Rotherham 031,Sheffield 006,E02001616,2
E02001609,Rotherham 032,Sheffield 006,E02001616,2
E02001610,Rotherham 033,Sheffield 006,E02001616,7
E02001611,Sheffield 001,Sheffield 006,E02001616,11
E02001612,Sheffield 002,Sheffield 006,E02001616,9
E02001613,Sheffield 003,Sheffield 006,E02001616,24
E02001614,Sheffield 004,Sheffield 006,E02001616,40
E02001615,Sheffield 005,Sheffield 006,E02001616,42
E02001616,Sheffield 006,Sheffield 006,E02001616,184
E02001617,Sheffield 007,Sheffield 006,E02001616,15
E02001618,Sheffield 008,Sheffield 006,E02001616,28
E02001619,Sheffield 009,Sheffield 006,E02001616,55
E02001620,Sheffield 010,Sheffield 006,E02001616,23
E02001621,Sheffield 011,Sheffield 006,E02001616,29
E02001622,Sheffield 012,Sheffield 006,E02001616,19
E02001623,Sheffield 013,Sheffield 006,E02001616,6
E02001624,Sheffield 014,Sheffield 006,E02001616,6
E02001625,Sheffield 015,Sheffield 006,E02001616,10
E02001626,Sheffield 016,Sheffield 006,E02001616,8
E02001627,Sheffield 017,Sheffield 006,E02001616,14
E02001628,Sheffield 018,Sheffield 006,E02001616,2
E02001630,Sheffield 020,Sheffield 006,E02001616,5
E02001631,Sheffield 021,Sheffield 006,E02001616,18
E02001632,Sheffield 022,Sheffield 006,E02001616,4
E02001633,Sheffield 023,Sheffield 006,E02001616,12
E02001634,Sheffield 024,Sheffield 006,E02001616,12
E02001635,Sheffield 025,Sheffield 006,E02001616,3
E02001636,Sheffield 026,Sheffield 006,E02001616,3
E02001637,Sheffield 027,Sheffield 006,E02001616,2
E02001638,Sheffield 028,Sheffield 006,E02001616,1
E02001639,Sheffield 029,Sheffield 006,E02001616,3
E02001640,Sheffield 030,Sheffield 006,E02001616,2
E02001642,Sheffield 032,Sheffield 006,E02001616,7
E02001643,Sheffield 033,Sheffield 006,E02001616,6
E02001646,Sheffield 036,Sheffield 006,E02001616,2
E02001647,Sheffield 037,Sheffield 006,E02001616,1
E02001648,Sheffield 038,Sheffield 006,E02001616,6
E02001649,Sheffield 039,Sheffield 006,E02001616,4
E02001650,Sheffield 040,Sheffield 006,E02001616,5
E02001651,Sheffield 041,Sheffield 006,E02001616,5
E02001652,Sheffield 042,Sheffield 006,E02001616,7
E02001653,Sheffield 043,Sheffield 006,E02001616,3
E02001654,Sheffield 044,Sheffield 006,E02001616,3
E02001655,Sheffield 045,Sheffield 006,E02001616,2
E02001656,Sheffield 046,Sheffield 006,E02001616,3
E02001657,Sheffield 047,Sheffield 006,E02001616,6
E02001658,Sheffield 048,Sheffield 006,E02001616,2
E02001659,Sheffield 049,Sheffield 006,E02001616,1
E02001660,Sheffield 050,Sheffield 006,E02001616,3
E02001661,Sheffield 051,Sheffield 006,E02001616,2
E02001662,Sheffield 052,Sheffield 006,E02001616,7
E02001663,Sheffield 053,Sheffield 006,E02001616,1
E02001664,Sheffield 054,Sheffield 006,E02001616,4
E02001665,Sheffield 055,Sheffield 006,E02001616,4
E02001666,Sheffield 056,Sheffield 006,E02001616,11
E02001669,Sheffield 059,Sheffield 006,E02001616,2
E02001670,Sheffield 060,Sheffield 006,E02001616,2
E02001671,Sheffield 061,Sheffield 006,E02001616,3
E02001672,Sheffield 062,Sheffield 006,E02001616,1
E02001673,Sheffield 063,Sheffield 006,E02001616,3
E02001674,Sheffield 064,Sheffield 006,E02001616,4
E02001675,Sheffield 065,Sheffield 006,E02001616,4
E02001676,Sheffield 066,Sheffield 006,E02001616,8
E02001678,Sheffield 068,Sheffield 006,E02001616,1
E02001679,Sheffield 069,Sheffield 006,E02001616,1
E02001680,Sheffield 070,Sheffield 006,E02001616,1
E02001681,Sheffield 071,Sheffield 006,E02001616,1
E02006803,Sheffield 072,Sheffield 006,E02001616,4
E02006843,Sheffield 073,Sheffield 006,E02001616,1
E02006844,Sheffield 074,Sheffield 006,E02001616,2
E02006868,Sheffield 075,Sheffield 006,E02001616,13
E02006869,Sheffield 076,Sheffield 006,E02001616,2
E02001513,Barnsley 005,Sheffield 007,E02001617,1
E02001514,Barnsley 006,Sheffield 007,E02001617,1
E02001529,Barnsley 021,Sheffield 007,E02001617,1
E02001531,Barnsley 023,Sheffield 007,E02001617,1
E02001532,Barnsley 024,Sheffield 007,E02001617,2
E02001533,Barnsley 025,Sheffield 007,E02001617,1
E02001535,Barnsley 027,Sheffield 007,E02001617,1
E02001536,Barnsley 028,Sheffield 007,E02001617,4
E02001537,Barnsley 029,Sheffield 007,E02001617,1
E02001541,Doncaster 003,Sheffield 007,E02001617,1
E02001549,Doncaster 011,Sheffield 007,E02001617,1
E02001557,Doncaster 019,Sheffield 007,E02001617,1
E02001559,Doncaster 021,Sheffield 007,E02001617,1
E02001563,Doncaster 025,Sheffield 007,E02001617,1
E02001574,Doncaster 036,Sheffield 007,E02001617,1
E02001575,Doncaster 037,Sheffield 007,E02001617,1
E02001579,Rotherham 002,Sheffield 007,E02001617,1
E02001580,Rotherham 003,Sheffield 007,E02001617,1
E02001581,Rotherham 004,Sheffield 007,E02001617,2
E02001583,Rotherham 006,Sheffield 007,E02001617,1
E02001584,Rotherham 007,Sheffield 007,E02001617,4
E02001585,Rotherham 008,Sheffield 007,E02001617,2
E02001586,Rotherham 009,Sheffield 007,E02001617,1
E02001588,Rotherham 011,Sheffield 007,E02001617,2
E02001589,Rotherham 012,Sheffield 007,E02001617,2
E02001590,Rotherham 013,Sheffield 007,E02001617,3
E02001591,Rotherham 014,Sheffield 007,E02001617,1
E02001592,Rotherham 015,Sheffield 007,E02001617,2
E02001593,Rotherham 016,Sheffield 007,E02001617,4
E02001596,Rotherham 019,Sheffield 007,E02001617,2
E02001598,Rotherham 021,Sheffield 007,E02001617,4
E02001601,Rotherham 024,Sheffield 007,E02001617,1
E02001602,Rotherham 025,Sheffield 007,E02001617,1
E02001603,Rotherham 026,Sheffield 007,E02001617,2
E02001604,Rotherham 027,Sheffield 007,E02001617,8
E02001605,Rotherham 028,Sheffield 007,E02001617,2
E02001608,Rotherham 031,Sheffield 007,E02001617,1
E02001609,Rotherham 032,Sheffield 007,E02001617,1
E02001610,Rotherham 033,Sheffield 007,E02001617,2
E02001611,Sheffield 001,Sheffield 007,E02001617,6
E02001612,Sheffield 002,Sheffield 007,E02001617,1
E02001613,Sheffield 003,Sheffield 007,E02001617,22
E02001614,Sheffield 004,Sheffield 007,E02001617,7
E02001615,Sheffield 005,Sheffield 007,E02001617,7
E02001616,Sheffield 006,Sheffield 007,E02001617,16
E02001617,Sheffield 007,Sheffield 007,E02001617,81
E02001618,Sheffield 008,Sheffield 007,E02001617,11
E02001619,Sheffield 009,Sheffield 007,E02001617,9
E02001620,Sheffield 010,Sheffield 007,E02001617,24
E02001621,Sheffield 011,Sheffield 007,E02001617,15
E02001622,Sheffield 012,Sheffield 007,E02001617,2
E02001623,Sheffield 013,Sheffield 007,E02001617,16
E02001624,Sheffield 014,Sheffield 007,E02001617,13
E02001625,Sheffield 015,Sheffield 007,E02001617,3
E02001626,Sheffield 016,Sheffield 007,E02001617,2
E02001627,Sheffield 017,Sheffield 007,E02001617,3
E02001629,Sheffield 019,Sheffield 007,E02001617,2
E02001630,Sheffield 020,Sheffield 007,E02001617,5
E02001631,Sheffield 021,Sheffield 007,E02001617,2
E02001632,Sheffield 022,Sheffield 007,E02001617,6
E02001633,Sheffield 023,Sheffield 007,E02001617,3
E02001634,Sheffield 024,Sheffield 007,E02001617,3
E02001635,Sheffield 025,Sheffield 007,E02001617,3
E02001636,Sheffield 026,Sheffield 007,E02001617,1
E02001637,Sheffield 027,Sheffield 007,E02001617,3
E02001638,Sheffield 028,Sheffield 007,E02001617,1
E02001640,Sheffield 030,Sheffield 007,E02001617,1
E02001642,Sheffield 032,Sheffield 007,E02001617,1
E02001643,Sheffield 033,Sheffield 007,E02001617,2
E02001647,Sheffield 037,Sheffield 007,E02001617,1
E02001648,Sheffield 038,Sheffield 007,E02001617,1
E02001649,Sheffield 039,Sheffield 007,E02001617,2
E02001651,Sheffield 041,Sheffield 007,E02001617,2
E02001654,Sheffield 044,Sheffield 007,E02001617,1
E02001655,Sheffield 045,Sheffield 007,E02001617,2
E02001657,Sheffield 047,Sheffield 007,E02001617,3
E02001660,Sheffield 050,Sheffield 007,E02001617,2
E02001662,Sheffield 052,Sheffield 007,E02001617,2
E02001663,Sheffield 053,Sheffield 007,E02001617,2
E02001664,Sheffield 054,Sheffield 007,E02001617,1
E02001665,Sheffield 055,Sheffield 007,E02001617,1
E02001666,Sheffield 056,Sheffield 007,E02001617,1
E02001669,Sheffield 059,Sheffield 007,E02001617,1
E02001671,Sheffield 061,Sheffield 007,E02001617,1
E02001672,Sheffield 062,Sheffield 007,E02001617,2
E02001673,Sheffield 063,Sheffield 007,E02001617,1
E02001674,Sheffield 064,Sheffield 007,E02001617,6
E02001675,Sheffield 065,Sheffield 007,E02001617,9
E02001676,Sheffield 066,Sheffield 007,E02001617,5
E02001681,Sheffield 071,Sheffield 007,E02001617,1
E02006803,Sheffield 072,Sheffield 007,E02001617,2
E02006843,Sheffield 073,Sheffield 007,E02001617,2
E02006868,Sheffield 075,Sheffield 007,E02001617,1
E02006869,Sheffield 076,Sheffield 007,E02001617,3
E02001510,Barnsley 002,Sheffield 008,E02001618,1
E02001513,Barnsley 005,Sheffield 008,E02001618,2
E02001516,Barnsley 008,Sheffield 008,E02001618,2
E02001517,Barnsley 009,Sheffield 008,E02001618,1
E02001518,Barnsley 010,Sheffield 008,E02001618,3
E02001520,Barnsley 012,Sheffield 008,E02001618,3
E02001521,Barnsley 013,Sheffield 008,E02001618,5
E02001522,Barnsley 014,Sheffield 008,E02001618,2
E02001523,Barnsley 015,Sheffield 008,E02001618,1
E02001524,Barnsley 016,Sheffield 008,E02001618,4
E02001525,Barnsley 017,Sheffield 008,E02001618,1
E02001527,Barnsley 019,Sheffield 008,E02001618,2
E02001528,Barnsley 020,Sheffield 008,E02001618,3
E02001529,Barnsley 021,Sheffield 008,E02001618,1
E02001530,Barnsley 022,Sheffield 008,E02001618,3
E02001531,Barnsley 023,Sheffield 008,E02001618,4
E02001532,Barnsley 024,Sheffield 008,E02001618,11
E02001533,Barnsley 025,Sheffield 008,E02001618,2
E02001534,Barnsley 026,Sheffield 008,E02001618,4
E02001535,Barnsley 027,Sheffield 008,E02001618,6
E02001536,Barnsley 028,Sheffield 008,E02001618,7
E02001537,Barnsley 029,Sheffield 008,E02001618,5
E02001538,Barnsley 030,Sheffield 008,E02001618,1
E02001540,Doncaster 002,Sheffield 008,E02001618,1
E02001545,Doncaster 007,Sheffield 008,E02001618,1
E02001561,Doncaster 023,Sheffield 008,E02001618,1
E02001565,Doncaster 027,Sheffield 008,E02001618,1
E02001566,Doncaster 028,Sheffield 008,E02001618,1
E02001568,Doncaster 030,Sheffield 008,E02001618,1
E02001571,Doncaster 033,Sheffield 008,E02001618,1
E02001572,Doncaster 034,Sheffield 008,E02001618,1
E02001575,Doncaster 037,Sheffield 008,E02001618,1
E02001577,Doncaster 039,Sheffield 008,E02001618,1
E02001578,Rotherham 001,Sheffield 008,E02001618,1
E02001579,Rotherham 002,Sheffield 008,E02001618,3
E02001581,Rotherham 004,Sheffield 008,E02001618,2
E02001583,Rotherham 006,Sheffield 008,E02001618,2
E02001584,Rotherham 007,Sheffield 008,E02001618,2
E02001585,Rotherham 008,Sheffield 008,E02001618,1
E02001586,Rotherham 009,Sheffield 008,E02001618,1
E02001588,Rotherham 011,Sheffield 008,E02001618,1
E02001589,Rotherham 012,Sheffield 008,E02001618,1
E02001590,Rotherham 013,Sheffield 008,E02001618,3
E02001591,Rotherham 014,Sheffield 008,E02001618,1
E02001593,Rotherham 016,Sheffield 008,E02001618,1
E02001595,Rotherham 018,Sheffield 008,E02001618,2
E02001596,Rotherham 019,Sheffield 008,E02001618,3
E02001598,Rotherham 021,Sheffield 008,E02001618,2
E02001600,Rotherham 023,Sheffield 008,E02001618,1
E02001601,Rotherham 024,Sheffield 008,E02001618,3
E02001602,Rotherham 025,Sheffield 008,E02001618,1
E02001603,Rotherham 026,Sheffield 008,E02001618,1
E02001604,Rotherham 027,Sheffield 008,E02001618,1
E02001605,Rotherham 028,Sheffield 008,E02001618,1
E02001606,Rotherham 029,Sheffield 008,E02001618,3
E02001607,Rotherham 030,Sheffield 008,E02001618,1
E02001608,Rotherham 031,Sheffield 008,E02001618,3
E02001609,Rotherham 032,Sheffield 008,E02001618,3
E02001610,Rotherham 033,Sheffield 008,E02001618,2
E02001611,Sheffield 001,Sheffield 008,E02001618,77
E02001612,Sheffield 002,Sheffield 008,E02001618,60
E02001613,Sheffield 003,Sheffield 008,E02001618,26
E02001614,Sheffield 004,Sheffield 008,E02001618,40
E02001615,Sheffield 005,Sheffield 008,E02001618,20
E02001616,Sheffield 006,Sheffield 008,E02001618,14
E02001617,Sheffield 007,Sheffield 008,E02001618,12
E02001618,Sheffield 008,Sheffield 008,E02001618,369
E02001619,Sheffield 009,Sheffield 008,E02001618,31
E02001620,Sheffield 010,Sheffield 008,E02001618,5
E02001621,Sheffield 011,Sheffield 008,E02001618,5
E02001622,Sheffield 012,Sheffield 008,E02001618,27
E02001623,Sheffield 013,Sheffield 008,E02001618,5
E02001624,Sheffield 014,Sheffield 008,E02001618,10
E02001625,Sheffield 015,Sheffield 008,E02001618,10
E02001626,Sheffield 016,Sheffield 008,E02001618,46
E02001627,Sheffield 017,Sheffield 008,E02001618,32
E02001629,Sheffield 019,Sheffield 008,E02001618,17
E02001630,Sheffield 020,Sheffield 008,E02001618,2
E02001631,Sheffield 021,Sheffield 008,E02001618,39
E02001632,Sheffield 022,Sheffield 008,E02001618,3
E02001633,Sheffield 023,Sheffield 008,E02001618,52
E02001634,Sheffield 024,Sheffield 008,E02001618,25
E02001635,Sheffield 025,Sheffield 008,E02001618,35
E02001636,Sheffield 026,Sheffield 008,E02001618,18
E02001637,Sheffield 027,Sheffield 008,E02001618,3
E02001638,Sheffield 028,Sheffield 008,E02001618,6
E02001639,Sheffield 029,Sheffield 008,E02001618,7
E02001640,Sheffield 030,Sheffield 008,E02001618,4
E02001642,Sheffield 032,Sheffield 008,E02001618,8
E02001643,Sheffield 033,Sheffield 008,E02001618,7
E02001646,Sheffield 036,Sheffield 008,E02001618,2
E02001647,Sheffield 037,Sheffield 008,E02001618,3
E02001648,Sheffield 038,Sheffield 008,E02001618,10
E02001649,Sheffield 039,Sheffield 008,E02001618,5
E02001650,Sheffield 040,Sheffield 008,E02001618,3
E02001651,Sheffield 041,Sheffield 008,E02001618,13
E02001652,Sheffield 042,Sheffield 008,E02001618,5
E02001653,Sheffield 043,Sheffield 008,E02001618,1
E02001654,Sheffield 044,Sheffield 008,E02001618,7
E02001655,Sheffield 045,Sheffield 008,E02001618,3
E02001656,Sheffield 046,Sheffield 008,E02001618,12
E02001657,Sheffield 047,Sheffield 008,E02001618,7
E02001658,Sheffield 048,Sheffield 008,E02001618,1
E02001659,Sheffield 049,Sheffield 008,E02001618,2
E02001660,Sheffield 050,Sheffield 008,E02001618,11
E02001661,Sheffield 051,Sheffield 008,E02001618,9
E02001662,Sheffield 052,Sheffield 008,E02001618,2
E02001663,Sheffield 053,Sheffield 008,E02001618,7
E02001664,Sheffield 054,Sheffield 008,E02001618,9
E02001665,Sheffield 055,Sheffield 008,E02001618,9
E02001666,Sheffield 056,Sheffield 008,E02001618,9
E02001669,Sheffield 059,Sheffield 008,E02001618,3
E02001670,Sheffield 060,Sheffield 008,E02001618,1
E02001671,Sheffield 061,Sheffield 008,E02001618,4
E02001672,Sheffield 062,Sheffield 008,E02001618,3
E02001673,Sheffield 063,Sheffield 008,E02001618,2
E02001674,Sheffield 064,Sheffield 008,E02001618,4
E02001675,Sheffield 065,Sheffield 008,E02001618,3
E02001676,Sheffield 066,Sheffield 008,E02001618,4
E02001678,Sheffield 068,Sheffield 008,E02001618,7
E02001679,Sheffield 069,Sheffield 008,E02001618,3
E02001680,Sheffield 070,Sheffield 008,E02001618,4
E02001681,Sheffield 071,Sheffield 008,E02001618,3
E02006803,Sheffield 072,Sheffield 008,E02001618,3
E02006843,Sheffield 073,Sheffield 008,E02001618,5
E02006868,Sheffield 075,Sheffield 008,E02001618,8
E02006869,Sheffield 076,Sheffield 008,E02001618,7
E02001514,Barnsley 006,Sheffield 009,E02001619,3
E02001516,Barnsley 008,Sheffield 009,E02001619,1
E02001517,Barnsley 009,Sheffield 009,E02001619,1
E02001520,Barnsley 012,Sheffield 009,E02001619,1
E02001521,Barnsley 013,Sheffield 009,E02001619,1
E02001523,Barnsley 015,Sheffield 009,E02001619,1
E02001524,Barnsley 016,Sheffield 009,E02001619,1
E02001527,Barnsley 019,Sheffield 009,E02001619,2
E02001528,Barnsley 020,Sheffield 009,E02001619,1
E02001529,Barnsley 021,Sheffield 009,E02001619,3
E02001530,Barnsley 022,Sheffield 009,E02001619,1
E02001532,Barnsley 024,Sheffield 009,E02001619,3
E02001533,Barnsley 025,Sheffield 009,E02001619,1
E02001534,Barnsley 026,Sheffield 009,E02001619,2
E02001535,Barnsley 027,Sheffield 009,E02001619,7
E02001536,Barnsley 028,Sheffield 009,E02001619,2
E02001537,Barnsley 029,Sheffield 009,E02001619,3
E02001538,Barnsley 030,Sheffield 009,E02001619,1
E02001549,Doncaster 011,Sheffield 009,E02001619,2
E02001556,Doncaster 018,Sheffield 009,E02001619,1
E02001559,Doncaster 021,Sheffield 009,E02001619,1
E02001564,Doncaster 026,Sheffield 009,E02001619,1
E02001569,Doncaster 031,Sheffield 009,E02001619,1
E02001571,Doncaster 033,Sheffield 009,E02001619,1
E02001572,Doncaster 034,Sheffield 009,E02001619,2
E02001576,Doncaster 038,Sheffield 009,E02001619,1
E02001578,Rotherham 001,Sheffield 009,E02001619,2
E02001581,Rotherham 004,Sheffield 009,E02001619,2
E02001582,Rotherham 005,Sheffield 009,E02001619,2
E02001584,Rotherham 007,Sheffield 009,E02001619,10
E02001585,Rotherham 008,Sheffield 009,E02001619,1
E02001588,Rotherham 011,Sheffield 009,E02001619,4
E02001590,Rotherham 013,Sheffield 009,E02001619,1
E02001592,Rotherham 015,Sheffield 009,E02001619,2
E02001595,Rotherham 018,Sheffield 009,E02001619,1
E02001596,Rotherham 019,Sheffield 009,E02001619,1
E02001599,Rotherham 022,Sheffield 009,E02001619,1
E02001600,Rotherham 023,Sheffield 009,E02001619,5
E02001601,Rotherham 024,Sheffield 009,E02001619,2
E02001602,Rotherham 025,Sheffield 009,E02001619,2
E02001603,Rotherham 026,Sheffield 009,E02001619,3
E02001604,Rotherham 027,Sheffield 009,E02001619,2
E02001606,Rotherham 029,Sheffield 009,E02001619,1
E02001607,Rotherham 030,Sheffield 009,E02001619,4
E02001609,Rotherham 032,Sheffield 009,E02001619,1
E02001611,Sheffield 001,Sheffield 009,E02001619,7
E02001612,Sheffield 002,Sheffield 009,E02001619,6
E02001613,Sheffield 003,Sheffield 009,E02001619,24
E02001614,Sheffield 004,Sheffield 009,E02001619,35
E02001615,Sheffield 005,Sheffield 009,E02001619,43
E02001616,Sheffield 006,Sheffield 009,E02001619,32
E02001617,Sheffield 007,Sheffield 009,E02001619,15
E02001618,Sheffield 008,Sheffield 009,E02001619,23
E02001619,Sheffield 009,Sheffield 009,E02001619,199
E02001620,Sheffield 010,Sheffield 009,E02001619,15
E02001621,Sheffield 011,Sheffield 009,E02001619,33
E02001622,Sheffield 012,Sheffield 009,E02001619,40
E02001623,Sheffield 013,Sheffield 009,E02001619,10
E02001624,Sheffield 014,Sheffield 009,E02001619,12
E02001625,Sheffield 015,Sheffield 009,E02001619,23
E02001626,Sheffield 016,Sheffield 009,E02001619,6
E02001627,Sheffield 017,Sheffield 009,E02001619,22
E02001628,Sheffield 018,Sheffield 009,E02001619,4
E02001629,Sheffield 019,Sheffield 009,E02001619,9
E02001630,Sheffield 020,Sheffield 009,E02001619,8
E02001631,Sheffield 021,Sheffield 009,E02001619,7
E02001632,Sheffield 022,Sheffield 009,E02001619,2
E02001633,Sheffield 023,Sheffield 009,E02001619,12
E02001634,Sheffield 024,Sheffield 009,E02001619,9
E02001635,Sheffield 025,Sheffield 009,E02001619,12
E02001636,Sheffield 026,Sheffield 009,E02001619,11
E02001638,Sheffield 028,Sheffield 009,E02001619,5
E02001639,Sheffield 029,Sheffield 009,E02001619,4
E02001640,Sheffield 030,Sheffield 009,E02001619,2
E02001642,Sheffield 032,Sheffield 009,E02001619,5
E02001643,Sheffield 033,Sheffield 009,E02001619,7
E02001646,Sheffield 036,Sheffield 009,E02001619,6
E02001647,Sheffield 037,Sheffield 009,E02001619,2
E02001648,Sheffield 038,Sheffield 009,E02001619,3
E02001649,Sheffield 039,Sheffield 009,E02001619,4
E02001650,Sheffield 040,Sheffield 009,E02001619,9
E02001651,Sheffield 041,Sheffield 009,E02001619,9
E02001652,Sheffield 042,Sheffield 009,E02001619,5
E02001653,Sheffield 043,Sheffield 009,E02001619,8
E02001654,Sheffield 044,Sheffield 009,E02001619,2
E02001656,Sheffield 046,Sheffield 009,E02001619,8
E02001657,Sheffield 047,Sheffield 009,E02001619,6
E02001658,Sheffield 048,Sheffield 009,E02001619,2
E02001659,Sheffield 049,Sheffield 009,E02001619,3
E02001660,Sheffield 050,Sheffield 009,E02001619,9
E02001661,Sheffield 051,Sheffield 009,E02001619,1
E02001663,Sheffield 053,Sheffield 009,E02001619,10
E02001664,Sheffield 054,Sheffield 009,E02001619,1
E02001665,Sheffield 055,Sheffield 009,E02001619,6
E02001666,Sheffield 056,Sheffield 009,E02001619,4
E02001669,Sheffield 059,Sheffield 009,E02001619,7
E02001670,Sheffield 060,Sheffield 009,E02001619,5
E02001671,Sheffield 061,Sheffield 009,E02001619,1
E02001672,Sheffield 062,Sheffield 009,E02001619,3
E02001673,Sheffield 063,Sheffield 009,E02001619,1
E02001674,Sheffield 064,Sheffield 009,E02001619,6
E02001675,Sheffield 065,Sheffield 009,E02001619,1
E02001676,Sheffield 066,Sheffield 009,E02001619,4
E02001679,Sheffield 069,Sheffield 009,E02001619,2
E02001680,Sheffield 070,Sheffield 009,E02001619,6
E02001681,Sheffield 071,Sheffield 009,E02001619,4
E02006803,Sheffield 072,Sheffield 009,E02001619,2
E02006843,Sheffield 073,Sheffield 009,E02001619,3
E02006844,Sheffield 074,Sheffield 009,E02001619,1
E02006868,Sheffield 075,Sheffield 009,E02001619,2
E02006869,Sheffield 076,Sheffield 009,E02001619,1
E02001510,Barnsley 002,Sheffield 010,E02001620,1
E02001514,Barnsley 006,Sheffield 010,E02001620,1
E02001515,Barnsley 007,Sheffield 010,E02001620,1
E02001516,Barnsley 008,Sheffield 010,E02001620,2
E02001517,Barnsley 009,Sheffield 010,E02001620,1
E02001523,Barnsley 015,Sheffield 010,E02001620,2
E02001525,Barnsley 017,Sheffield 010,E02001620,3
E02001526,Barnsley 018,Sheffield 010,E02001620,1
E02001527,Barnsley 019,Sheffield 010,E02001620,2
E02001529,Barnsley 021,Sheffield 010,E02001620,2
E02001530,Barnsley 022,Sheffield 010,E02001620,1
E02001531,Barnsley 023,Sheffield 010,E02001620,3
E02001532,Barnsley 024,Sheffield 010,E02001620,2
E02001533,Barnsley 025,Sheffield 010,E02001620,2
E02001534,Barnsley 026,Sheffield 010,E02001620,2
E02001535,Barnsley 027,Sheffield 010,E02001620,3
E02001536,Barnsley 028,Sheffield 010,E02001620,3
E02001537,Barnsley 029,Sheffield 010,E02001620,6
E02001538,Barnsley 030,Sheffield 010,E02001620,2
E02001541,Doncaster 003,Sheffield 010,E02001620,1
E02001550,Doncaster 012,Sheffield 010,E02001620,2
